Province/State,Country/Region,Lat,Long,Date,ConfirmedCases
,Benin,9.3077,2.3158,5/6/20,96
,Benin,9.3077,2.3158,5/7/20,140
,Benin,9.3077,2.3158,5/8/20,242
,Benin,9.3077,2.3158,5/9/20,284
,Benin,9.3077,2.3158,5/10/20,319
,Benin,9.3077,2.3158,5/11/20,319
,Benin,9.3077,2.3158,5/12/20,327
,Benin,9.3077,2.3158,5/13/20,327
,Benin,9.3077,2.3158,5/14/20,339
,Benin,9.3077,2.3158,5/15/20,339
,Benin,9.3077,2.3158,5/16/20,339
,Benin,9.3077,2.3158,5/17/20,339
,Benin,9.3077,2.3158,5/18/20,339
,Benin,9.3077,2.3158,5/19/20,130
,Benin,9.3077,2.3158,5/20/20,130
,Benin,9.3077,2.3158,5/21/20,135
,Benin,9.3077,2.3158,5/22/20,135
,Benin,9.3077,2.3158,5/23/20,135
,Benin,9.3077,2.3158,5/24/20,191
,Benin,9.3077,2.3158,5/25/20,191
,Benin,9.3077,2.3158,5/26/20,208
,Benin,9.3077,2.3158,5/27/20,210
,Benin,9.3077,2.3158,5/28/20,210
,Benin,9.3077,2.3158,5/29/20,224
,Benin,9.3077,2.3158,5/30/20,224
,Benin,9.3077,2.3158,5/31/20,232
,Benin,9.3077,2.3158,6/1/20,243
,Benin,9.3077,2.3158,6/2/20,244
,Benin,9.3077,2.3158,6/3/20,244
,Bhutan,27.5142,90.4336,1/22/20,0
,Bhutan,27.5142,90.4336,1/23/20,0
,Bhutan,27.5142,90.4336,1/24/20,0
,Bhutan,27.5142,90.4336,1/25/20,0
,Bhutan,27.5142,90.4336,1/26/20,0
,Bhutan,27.5142,90.4336,1/27/20,0
,Bhutan,27.5142,90.4336,1/28/20,0
,Bhutan,27.5142,90.4336,1/29/20,0
,Bhutan,27.5142,90.4336,1/30/20,0
,Bhutan,27.5142,90.4336,1/31/20,0
,Bhutan,27.5142,90.4336,2/1/20,0
,Bhutan,27.5142,90.4336,2/2/20,0
,Bhutan,27.5142,90.4336,2/3/20,0
,Bhutan,27.5142,90.4336,2/4/20,0
,Bhutan,27.5142,90.4336,2/5/20,0
,Bhutan,27.5142,90.4336,2/6/20,0
,Bhutan,27.5142,90.4336,2/7/20,0
,Bhutan,27.5142,90.4336,2/8/20,0
,Bhutan,27.5142,90.4336,2/9/20,0
,Bhutan,27.5142,90.4336,2/10/20,0
,Bhutan,27.5142,90.4336,2/11/20,0
,Bhutan,27.5142,90.4336,2/12/20,0
,Bhutan,27.5142,90.4336,2/13/20,0
,Bhutan,27.5142,90.4336,2/14/20,0
,Bhutan,27.5142,90.4336,2/15/20,0
,Bhutan,27.5142,90.4336,2/16/20,0
,Bhutan,27.5142,90.4336,2/17/20,0
,Bhutan,27.5142,90.4336,2/18/20,0
,Bhutan,27.5142,90.4336,2/19/20,0
,Bhutan,27.5142,90.4336,2/20/20,0
,Bhutan,27.5142,90.4336,2/21/20,0
,Bhutan,27.5142,90.4336,2/22/20,0
,Bhutan,27.5142,90.4336,2/23/20,0
,Bhutan,27.5142,90.4336,2/24/20,0
,Bhutan,27.5142,90.4336,2/25/20,0
,Bhutan,27.5142,90.4336,2/26/20,0
,Bhutan,27.5142,90.4336,2/27/20,0
,Bhutan,27.5142,90.4336,2/28/20,0
,Bhutan,27.5142,90.4336,2/29/20,0
,Bhutan,27.5142,90.4336,3/1/20,0
,Bhutan,27.5142,90.4336,3/2/20,0
,Bhutan,27.5142,90.4336,3/3/20,0
,Bhutan,27.5142,90.4336,3/4/20,0
,Bhutan,27.5142,90.4336,3/5/20,0
,Bhutan,27.5142,90.4336,3/6/20,1
,Bhutan,27.5142,90.4336,3/7/20,1
,Bhutan,27.5142,90.4336,3/8/20,1
,Bhutan,27.5142,90.4336,3/9/20,1
,Bhutan,27.5142,90.4336,3/10/20,1
,Bhutan,27.5142,90.4336,3/11/20,1
,Bhutan,27.5142,90.4336,3/12/20,1
,Bhutan,27.5142,90.4336,3/13/20,1
,Bhutan,27.5142,90.4336,3/14/20,1
,Bhutan,27.5142,90.4336,3/15/20,1
,Bhutan,27.5142,90.4336,3/16/20,1
,Bhutan,27.5142,90.4336,3/17/20,1
,Bhutan,27.5142,90.4336,3/18/20,1
,Bhutan,27.5142,90.4336,3/19/20,1
,Bhutan,27.5142,90.4336,3/20/20,2
,Bhutan,27.5142,90.4336,3/21/20,2
,Bhutan,27.5142,90.4336,3/22/20,2
,Bhutan,27.5142,90.4336,3/23/20,2
,Bhutan,27.5142,90.4336,3/24/20,2
,Bhutan,27.5142,90.4336,3/25/20,2
,Bhutan,27.5142,90.4336,3/26/20,2
,Bhutan,27.5142,90.4336,3/27/20,3
,Bhutan,27.5142,90.4336,3/28/20,3
,Bhutan,27.5142,90.4336,3/29/20,4
,Bhutan,27.5142,90.4336,3/30/20,4
,Bhutan,27.5142,90.4336,3/31/20,4
,Bhutan,27.5142,90.4336,4/1/20,4
,Bhutan,27.5142,90.4336,4/2/20,5
,Bhutan,27.5142,90.4336,4/3/20,5
,Bhutan,27.5142,90.4336,4/4/20,5
,Bhutan,27.5142,90.4336,4/5/20,5
,Bhutan,27.5142,90.4336,4/6/20,5
,Bhutan,27.5142,90.4336,4/7/20,5
,Bhutan,27.5142,90.4336,4/8/20,5
,Bhutan,27.5142,90.4336,4/9/20,5
,Bhutan,27.5142,90.4336,4/10/20,5
,Bhutan,27.5142,90.4336,4/11/20,5
,Bhutan,27.5142,90.4336,4/12/20,5
,Bhutan,27.5142,90.4336,4/13/20,5
,Bhutan,27.5142,90.4336,4/14/20,5
,Bhutan,27.5142,90.4336,4/15/20,5
,Bhutan,27.5142,90.4336,4/16/20,5
,Bhutan,27.5142,90.4336,4/17/20,5
,Bhutan,27.5142,90.4336,4/18/20,5
,Bhutan,27.5142,90.4336,4/19/20,5
,Bhutan,27.5142,90.4336,4/20/20,5
,Bhutan,27.5142,90.4336,4/21/20,6
,Bhutan,27.5142,90.4336,4/22/20,6
,Bhutan,27.5142,90.4336,4/23/20,7
,Bhutan,27.5142,90.4336,4/24/20,7
,Bhutan,27.5142,90.4336,4/25/20,7
,Bhutan,27.5142,90.4336,4/26/20,7
,Bhutan,27.5142,90.4336,4/27/20,7
,Bhutan,27.5142,90.4336,4/28/20,7
,Bhutan,27.5142,90.4336,4/29/20,7
,Bhutan,27.5142,90.4336,4/30/20,7
,Bhutan,27.5142,90.4336,5/1/20,7
,Bhutan,27.5142,90.4336,5/2/20,7
,Bhutan,27.5142,90.4336,5/3/20,7
,Bhutan,27.5142,90.4336,5/4/20,7
,Bhutan,27.5142,90.4336,5/5/20,7
,Bhutan,27.5142,90.4336,5/6/20,7
,Bhutan,27.5142,90.4336,5/7/20,7
,Bhutan,27.5142,90.4336,5/8/20,7
,Bhutan,27.5142,90.4336,5/9/20,7
,Bhutan,27.5142,90.4336,5/10/20,7
,Bhutan,27.5142,90.4336,5/11/20,9
,Bhutan,27.5142,90.4336,5/12/20,11
,Bhutan,27.5142,90.4336,5/13/20,15
,Bhutan,27.5142,90.4336,5/14/20,20
,Bhutan,27.5142,90.4336,5/15/20,21
,Bhutan,27.5142,90.4336,5/16/20,21
,Bhutan,27.5142,90.4336,5/17/20,21
,Bhutan,27.5142,90.4336,5/18/20,21
,Bhutan,27.5142,90.4336,5/19/20,21
,Bhutan,27.5142,90.4336,5/20/20,21
,Bhutan,27.5142,90.4336,5/21/20,21
,Bhutan,27.5142,90.4336,5/22/20,21
,Bhutan,27.5142,90.4336,5/23/20,24
,Bhutan,27.5142,90.4336,5/24/20,24
,Bhutan,27.5142,90.4336,5/25/20,27
,Bhutan,27.5142,90.4336,5/26/20,27
,Bhutan,27.5142,90.4336,5/27/20,28
,Bhutan,27.5142,90.4336,5/28/20,31
,Bhutan,27.5142,90.4336,5/29/20,31
,Bhutan,27.5142,90.4336,5/30/20,33
,Bhutan,27.5142,90.4336,5/31/20,43
,Bhutan,27.5142,90.4336,6/1/20,43
,Bhutan,27.5142,90.4336,6/2/20,47
,Bhutan,27.5142,90.4336,6/3/20,47
,Bolivia,-16.2902,-63.5887,1/22/20,0
,Bolivia,-16.2902,-63.5887,1/23/20,0
,Bolivia,-16.2902,-63.5887,1/24/20,0
,Bolivia,-16.2902,-63.5887,1/25/20,0
,Bolivia,-16.2902,-63.5887,1/26/20,0
,Bolivia,-16.2902,-63.5887,1/27/20,0
,Bolivia,-16.2902,-63.5887,1/28/20,0
,Bolivia,-16.2902,-63.5887,1/29/20,0
,Bolivia,-16.2902,-63.5887,1/30/20,0
,Bolivia,-16.2902,-63.5887,1/31/20,0
,Bolivia,-16.2902,-63.5887,2/1/20,0
,Bolivia,-16.2902,-63.5887,2/2/20,0
,Bolivia,-16.2902,-63.5887,2/3/20,0
,Bolivia,-16.2902,-63.5887,2/4/20,0
,Bolivia,-16.2902,-63.5887,2/5/20,0
,Bolivia,-16.2902,-63.5887,2/6/20,0
,Bolivia,-16.2902,-63.5887,2/7/20,0
,Bolivia,-16.2902,-63.5887,2/8/20,0
,Bolivia,-16.2902,-63.5887,2/9/20,0
,Bolivia,-16.2902,-63.5887,2/10/20,0
,Bolivia,-16.2902,-63.5887,2/11/20,0
,Bolivia,-16.2902,-63.5887,2/12/20,0
,Bolivia,-16.2902,-63.5887,2/13/20,0
,Bolivia,-16.2902,-63.5887,2/14/20,0
,Bolivia,-16.2902,-63.5887,2/15/20,0
,Bolivia,-16.2902,-63.5887,2/16/20,0
,Bolivia,-16.2902,-63.5887,2/17/20,0
,Bolivia,-16.2902,-63.5887,2/18/20,0
,Bolivia,-16.2902,-63.5887,2/19/20,0
,Bolivia,-16.2902,-63.5887,2/20/20,0
,Bolivia,-16.2902,-63.5887,2/21/20,0
,Bolivia,-16.2902,-63.5887,2/22/20,0
,Bolivia,-16.2902,-63.5887,2/23/20,0
,Bolivia,-16.2902,-63.5887,2/24/20,0
,Bolivia,-16.2902,-63.5887,2/25/20,0
,Bolivia,-16.2902,-63.5887,2/26/20,0
,Bolivia,-16.2902,-63.5887,2/27/20,0
,Bolivia,-16.2902,-63.5887,2/28/20,0
,Bolivia,-16.2902,-63.5887,2/29/20,0
,Bolivia,-16.2902,-63.5887,3/1/20,0
,Bolivia,-16.2902,-63.5887,3/2/20,0
,Bolivia,-16.2902,-63.5887,3/3/20,0
,Bolivia,-16.2902,-63.5887,3/4/20,0
,Bolivia,-16.2902,-63.5887,3/5/20,0
,Bolivia,-16.2902,-63.5887,3/6/20,0
,Bolivia,-16.2902,-63.5887,3/7/20,0
,Bolivia,-16.2902,-63.5887,3/8/20,0
,Bolivia,-16.2902,-63.5887,3/9/20,0
,Bolivia,-16.2902,-63.5887,3/10/20,0
,Bolivia,-16.2902,-63.5887,3/11/20,2
,Bolivia,-16.2902,-63.5887,3/12/20,2
,Bolivia,-16.2902,-63.5887,3/13/20,3
,Bolivia,-16.2902,-63.5887,3/14/20,10
,Bolivia,-16.2902,-63.5887,3/15/20,10
,Bolivia,-16.2902,-63.5887,3/16/20,11
,Bolivia,-16.2902,-63.5887,3/17/20,11
,Bolivia,-16.2902,-63.5887,3/18/20,12
,Bolivia,-16.2902,-63.5887,3/19/20,12
,Bolivia,-16.2902,-63.5887,3/20/20,15
,Bolivia,-16.2902,-63.5887,3/21/20,19
,Bolivia,-16.2902,-63.5887,3/22/20,24
,Bolivia,-16.2902,-63.5887,3/23/20,27
,Bolivia,-16.2902,-63.5887,3/24/20,29
,Bolivia,-16.2902,-63.5887,3/25/20,32
,Bolivia,-16.2902,-63.5887,3/26/20,43
,Bolivia,-16.2902,-63.5887,3/27/20,61
,Bolivia,-16.2902,-63.5887,3/28/20,74
,Bolivia,-16.2902,-63.5887,3/29/20,81
,Bolivia,-16.2902,-63.5887,3/30/20,97
,Bolivia,-16.2902,-63.5887,3/31/20,107
,Bolivia,-16.2902,-63.5887,4/1/20,115
,Bolivia,-16.2902,-63.5887,4/2/20,123
,Bolivia,-16.2902,-63.5887,4/3/20,132
,Bolivia,-16.2902,-63.5887,4/4/20,139
,Bolivia,-16.2902,-63.5887,4/5/20,157
,Bolivia,-16.2902,-63.5887,4/6/20,183
,Bolivia,-16.2902,-63.5887,4/7/20,194
,Bolivia,-16.2902,-63.5887,4/8/20,210
,Bolivia,-16.2902,-63.5887,4/9/20,264
,Bolivia,-16.2902,-63.5887,4/10/20,268
,Bolivia,-16.2902,-63.5887,4/11/20,275
,Bolivia,-16.2902,-63.5887,4/12/20,300
,Bolivia,-16.2902,-63.5887,4/13/20,330
,Bolivia,-16.2902,-63.5887,4/14/20,354
,Bolivia,-16.2902,-63.5887,4/15/20,397
,Bolivia,-16.2902,-63.5887,4/16/20,441
,Bolivia,-16.2902,-63.5887,4/17/20,465
,Bolivia,-16.2902,-63.5887,4/18/20,493
,Bolivia,-16.2902,-63.5887,4/19/20,520
,Bolivia,-16.2902,-63.5887,4/20/20,564
,Bolivia,-16.2902,-63.5887,4/21/20,598
,Bolivia,-16.2902,-63.5887,4/22/20,609
,Bolivia,-16.2902,-63.5887,4/23/20,703
,Bolivia,-16.2902,-63.5887,4/24/20,807
,Bolivia,-16.2902,-63.5887,4/25/20,866
,Bolivia,-16.2902,-63.5887,4/26/20,950
,Bolivia,-16.2902,-63.5887,4/27/20,1014
,Bolivia,-16.2902,-63.5887,4/28/20,1053
,Bolivia,-16.2902,-63.5887,4/29/20,1110
,Bolivia,-16.2902,-63.5887,4/30/20,1167
,Bolivia,-16.2902,-63.5887,5/1/20,1229
,Bolivia,-16.2902,-63.5887,5/2/20,1470
,Bolivia,-16.2902,-63.5887,5/3/20,1594
,Bolivia,-16.2902,-63.5887,5/4/20,1681
,Bolivia,-16.2902,-63.5887,5/5/20,1802
,Bolivia,-16.2902,-63.5887,5/6/20,1886
,Bolivia,-16.2902,-63.5887,5/7/20,2081
,Bolivia,-16.2902,-63.5887,5/8/20,2266
,Bolivia,-16.2902,-63.5887,5/9/20,2437
,Bolivia,-16.2902,-63.5887,5/10/20,2556
,Bolivia,-16.2902,-63.5887,5/11/20,2831
,Bolivia,-16.2902,-63.5887,5/12/20,2964
,Bolivia,-16.2902,-63.5887,5/13/20,3148
,Bolivia,-16.2902,-63.5887,5/14/20,3372
,Bolivia,-16.2902,-63.5887,5/15/20,3577
,Bolivia,-16.2902,-63.5887,5/16/20,3826
,Bolivia,-16.2902,-63.5887,5/17/20,4088
,Bolivia,-16.2902,-63.5887,5/18/20,4263
,Bolivia,-16.2902,-63.5887,5/19/20,4481
,Bolivia,-16.2902,-63.5887,5/20/20,4919
,Bolivia,-16.2902,-63.5887,5/21/20,5187
,Bolivia,-16.2902,-63.5887,5/22/20,5579
,Bolivia,-16.2902,-63.5887,5/23/20,5915
,Bolivia,-16.2902,-63.5887,5/24/20,6263
,Bolivia,-16.2902,-63.5887,5/25/20,6660
,Bolivia,-16.2902,-63.5887,5/26/20,7136
,Bolivia,-16.2902,-63.5887,5/27/20,7768
,Bolivia,-16.2902,-63.5887,5/28/20,8387
,Bolivia,-16.2902,-63.5887,5/29/20,8731
,Bolivia,-16.2902,-63.5887,5/30/20,9592
,Bolivia,-16.2902,-63.5887,5/31/20,9982
,Bolivia,-16.2902,-63.5887,6/1/20,10531
,Bolivia,-16.2902,-63.5887,6/2/20,10991
,Bolivia,-16.2902,-63.5887,6/3/20,11638
,Bosnia and Herzegovina,43.9159,17.6791,1/22/20,0
,Bosnia and Herzegovina,43.9159,17.6791,1/23/20,0
,Bosnia and Herzegovina,43.9159,17.6791,1/24/20,0
,Bosnia and Herzegovina,43.9159,17.6791,1/25/20,0
,Bosnia and Herzegovina,43.9159,17.6791,1/26/20,0
,Bosnia and Herzegovina,43.9159,17.6791,1/27/20,0
,Bosnia and Herzegovina,43.9159,17.6791,1/28/20,0
,Bosnia and Herzegovina,43.9159,17.6791,1/29/20,0
,Bosnia and Herzegovina,43.9159,17.6791,1/30/20,0
,Bosnia and Herzegovina,43.9159,17.6791,1/31/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/1/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/2/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/3/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/4/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/5/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/6/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/7/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/8/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/9/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/10/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/11/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/12/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/13/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/14/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/15/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/16/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/17/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/18/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/19/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/20/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/21/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/22/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/23/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/24/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/25/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/26/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/27/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/28/20,0
,Bosnia and Herzegovina,43.9159,17.6791,2/29/20,0
,Bosnia and Herzegovina,43.9159,17.6791,3/1/20,0
,Bosnia and Herzegovina,43.9159,17.6791,3/2/20,0
,Bosnia and Herzegovina,43.9159,17.6791,3/3/20,0
,Bosnia and Herzegovina,43.9159,17.6791,3/4/20,0
,Bosnia and Herzegovina,43.9159,17.6791,3/5/20,2
,Bosnia and Herzegovina,43.9159,17.6791,3/6/20,2
,Bosnia and Herzegovina,43.9159,17.6791,3/7/20,3
,Bosnia and Herzegovina,43.9159,17.6791,3/8/20,3
,Bosnia and Herzegovina,43.9159,17.6791,3/9/20,3
,Bosnia and Herzegovina,43.9159,17.6791,3/10/20,5
,Bosnia and Herzegovina,43.9159,17.6791,3/11/20,7
,Bosnia and Herzegovina,43.9159,17.6791,3/12/20,11
,Bosnia and Herzegovina,43.9159,17.6791,3/13/20,13
,Bosnia and Herzegovina,43.9159,17.6791,3/14/20,18
,Bosnia and Herzegovina,43.9159,17.6791,3/15/20,24
,Bosnia and Herzegovina,43.9159,17.6791,3/16/20,25
,Bosnia and Herzegovina,43.9159,17.6791,3/17/20,26
,Bosnia and Herzegovina,43.9159,17.6791,3/18/20,38
,Bosnia and Herzegovina,43.9159,17.6791,3/19/20,63
,Bosnia and Herzegovina,43.9159,17.6791,3/20/20,89
,Bosnia and Herzegovina,43.9159,17.6791,3/21/20,93
,Bosnia and Herzegovina,43.9159,17.6791,3/22/20,126
,Bosnia and Herzegovina,43.9159,17.6791,3/23/20,136
,Bosnia and Herzegovina,43.9159,17.6791,3/24/20,166
,Bosnia and Herzegovina,43.9159,17.6791,3/25/20,176
,Bosnia and Herzegovina,43.9159,17.6791,3/26/20,191
,Bosnia and Herzegovina,43.9159,17.6791,3/27/20,237
,Bosnia and Herzegovina,43.9159,17.6791,3/28/20,258
,Bosnia and Herzegovina,43.9159,17.6791,3/29/20,323
,Bosnia and Herzegovina,43.9159,17.6791,3/30/20,368
,Bosnia and Herzegovina,43.9159,17.6791,3/31/20,420
,Bosnia and Herzegovina,43.9159,17.6791,4/1/20,459
,Bosnia and Herzegovina,43.9159,17.6791,4/2/20,533
,Bosnia and Herzegovina,43.9159,17.6791,4/3/20,579
,Bosnia and Herzegovina,43.9159,17.6791,4/4/20,624
,Bosnia and Herzegovina,43.9159,17.6791,4/5/20,654
,Bosnia and Herzegovina,43.9159,17.6791,4/6/20,674
,Bosnia and Herzegovina,43.9159,17.6791,4/7/20,764
,Bosnia and Herzegovina,43.9159,17.6791,4/8/20,804
,Bosnia and Herzegovina,43.9159,17.6791,4/9/20,858
,Bosnia and Herzegovina,43.9159,17.6791,4/10/20,901
,Bosnia and Herzegovina,43.9159,17.6791,4/11/20,946
,Bosnia and Herzegovina,43.9159,17.6791,4/12/20,1009
,Bosnia and Herzegovina,43.9159,17.6791,4/13/20,1037
,Bosnia and Herzegovina,43.9159,17.6791,4/14/20,1083
,Bosnia and Herzegovina,43.9159,17.6791,4/15/20,1110
,Bosnia and Herzegovina,43.9159,17.6791,4/16/20,1167
,Bosnia and Herzegovina,43.9159,17.6791,4/17/20,1214
,Bosnia and Herzegovina,43.9159,17.6791,4/18/20,1268
,Bosnia and Herzegovina,43.9159,17.6791,4/19/20,1285
,Bosnia and Herzegovina,43.9159,17.6791,4/20/20,1309
,Bosnia and Herzegovina,43.9159,17.6791,4/21/20,1342
,Bosnia and Herzegovina,43.9159,17.6791,4/22/20,1368
,Bosnia and Herzegovina,43.9159,17.6791,4/23/20,1413
,Bosnia and Herzegovina,43.9159,17.6791,4/24/20,1421
,Bosnia and Herzegovina,43.9159,17.6791,4/25/20,1486
,Bosnia and Herzegovina,43.9159,17.6791,4/26/20,1516
,Bosnia and Herzegovina,43.9159,17.6791,4/27/20,1565
,Bosnia and Herzegovina,43.9159,17.6791,4/28/20,1585
,Bosnia and Herzegovina,43.9159,17.6791,4/29/20,1677
,Bosnia and Herzegovina,43.9159,17.6791,4/30/20,1757
,Bosnia and Herzegovina,43.9159,17.6791,5/1/20,1781
,Bosnia and Herzegovina,43.9159,17.6791,5/2/20,1839
,Bosnia and Herzegovina,43.9159,17.6791,5/3/20,1857
,Bosnia and Herzegovina,43.9159,17.6791,5/4/20,1926
,Bosnia and Herzegovina,43.9159,17.6791,5/5/20,1946
,Bosnia and Herzegovina,43.9159,17.6791,5/6/20,1987
,Bosnia and Herzegovina,43.9159,17.6791,5/7/20,2027
,Bosnia and Herzegovina,43.9159,17.6791,5/8/20,2070
,Bosnia and Herzegovina,43.9159,17.6791,5/9/20,2090
,Bosnia and Herzegovina,43.9159,17.6791,5/10/20,2117
,Bosnia and Herzegovina,43.9159,17.6791,5/11/20,2141
,Bosnia and Herzegovina,43.9159,17.6791,5/12/20,2158
,Bosnia and Herzegovina,43.9159,17.6791,5/13/20,2181
,Bosnia and Herzegovina,43.9159,17.6791,5/14/20,2218
,Bosnia and Herzegovina,43.9159,17.6791,5/15/20,2236
,Bosnia and Herzegovina,43.9159,17.6791,5/16/20,2267
,Bosnia and Herzegovina,43.9159,17.6791,5/17/20,2290
,Bosnia and Herzegovina,43.9159,17.6791,5/18/20,2304
,Bosnia and Herzegovina,43.9159,17.6791,5/19/20,2321
,Bosnia and Herzegovina,43.9159,17.6791,5/20/20,2338
,Bosnia and Herzegovina,43.9159,17.6791,5/21/20,2350
,Bosnia and Herzegovina,43.9159,17.6791,5/22/20,2372
,Bosnia and Herzegovina,43.9159,17.6791,5/23/20,2391
,Bosnia and Herzegovina,43.9159,17.6791,5/24/20,2401
,Bosnia and Herzegovina,43.9159,17.6791,5/25/20,2406
,Bosnia and Herzegovina,43.9159,17.6791,5/26/20,2416
,Bosnia and Herzegovina,43.9159,17.6791,5/27/20,2435
,Bosnia and Herzegovina,43.9159,17.6791,5/28/20,2462
,Bosnia and Herzegovina,43.9159,17.6791,5/29/20,2485
,Bosnia and Herzegovina,43.9159,17.6791,5/30/20,2494
,Bosnia and Herzegovina,43.9159,17.6791,5/31/20,2510
,Bosnia and Herzegovina,43.9159,17.6791,6/1/20,2524
,Bosnia and Herzegovina,43.9159,17.6791,6/2/20,2535
,Bosnia and Herzegovina,43.9159,17.6791,6/3/20,2551
,Brazil,-14.235,-51.9253,1/22/20,0
,Brazil,-14.235,-51.9253,1/23/20,0
,Brazil,-14.235,-51.9253,1/24/20,0
,Brazil,-14.235,-51.9253,1/25/20,0
,Brazil,-14.235,-51.9253,1/26/20,0
,Brazil,-14.235,-51.9253,1/27/20,0
,Brazil,-14.235,-51.9253,1/28/20,0
,Brazil,-14.235,-51.9253,1/29/20,0
,Brazil,-14.235,-51.9253,1/30/20,0
,Brazil,-14.235,-51.9253,1/31/20,0
,Brazil,-14.235,-51.9253,2/1/20,0
,Brazil,-14.235,-51.9253,2/2/20,0
,Brazil,-14.235,-51.9253,2/3/20,0
,Brazil,-14.235,-51.9253,2/4/20,0
,Brazil,-14.235,-51.9253,2/5/20,0
,Brazil,-14.235,-51.9253,2/6/20,0
,Brazil,-14.235,-51.9253,2/7/20,0
,Brazil,-14.235,-51.9253,2/8/20,0
,Brazil,-14.235,-51.9253,2/9/20,0
,Brazil,-14.235,-51.9253,2/10/20,0
,Brazil,-14.235,-51.9253,2/11/20,0
,Brazil,-14.235,-51.9253,2/12/20,0
,Brazil,-14.235,-51.9253,2/13/20,0
,Brazil,-14.235,-51.9253,2/14/20,0
,Brazil,-14.235,-51.9253,2/15/20,0
,Brazil,-14.235,-51.9253,2/16/20,0
,Brazil,-14.235,-51.9253,2/17/20,0
,Brazil,-14.235,-51.9253,2/18/20,0
,Brazil,-14.235,-51.9253,2/19/20,0
,Brazil,-14.235,-51.9253,2/20/20,0
,Brazil,-14.235,-51.9253,2/21/20,0
,Brazil,-14.235,-51.9253,2/22/20,0
,Brazil,-14.235,-51.9253,2/23/20,0
,Brazil,-14.235,-51.9253,2/24/20,0
,Brazil,-14.235,-51.9253,2/25/20,0
,Brazil,-14.235,-51.9253,2/26/20,1
,Brazil,-14.235,-51.9253,2/27/20,1
,Brazil,-14.235,-51.9253,2/28/20,1
,Brazil,-14.235,-51.9253,2/29/20,2
,Brazil,-14.235,-51.9253,3/1/20,2
,Brazil,-14.235,-51.9253,3/2/20,2
,Brazil,-14.235,-51.9253,3/3/20,2
,Brazil,-14.235,-51.9253,3/4/20,4
,Brazil,-14.235,-51.9253,3/5/20,4
,Brazil,-14.235,-51.9253,3/6/20,13
,Brazil,-14.235,-51.9253,3/7/20,13
,Brazil,-14.235,-51.9253,3/8/20,20
,Brazil,-14.235,-51.9253,3/9/20,25
,Brazil,-14.235,-51.9253,3/10/20,31
,Brazil,-14.235,-51.9253,3/11/20,38
,Brazil,-14.235,-51.9253,3/12/20,52
,Brazil,-14.235,-51.9253,3/13/20,151
,Brazil,-14.235,-51.9253,3/14/20,151
,Brazil,-14.235,-51.9253,3/15/20,162
,Brazil,-14.235,-51.9253,3/16/20,200
,Brazil,-14.235,-51.9253,3/17/20,321
,Brazil,-14.235,-51.9253,3/18/20,372
,Brazil,-14.235,-51.9253,3/19/20,621
,Brazil,-14.235,-51.9253,3/20/20,793
,Brazil,-14.235,-51.9253,3/21/20,1021
,Brazil,-14.235,-51.9253,3/22/20,1546
,Brazil,-14.235,-51.9253,3/23/20,1924
,Brazil,-14.235,-51.9253,3/24/20,2247
,Brazil,-14.235,-51.9253,3/25/20,2554
,Brazil,-14.235,-51.9253,3/26/20,2985
,Brazil,-14.235,-51.9253,3/27/20,3417
,Brazil,-14.235,-51.9253,3/28/20,3904
,Brazil,-14.235,-51.9253,3/29/20,4256
,Brazil,-14.235,-51.9253,3/30/20,4579
,Brazil,-14.235,-51.9253,3/31/20,5717
,Brazil,-14.235,-51.9253,4/1/20,6836
,Brazil,-14.235,-51.9253,4/2/20,8044
,Brazil,-14.235,-51.9253,4/3/20,9056
,Brazil,-14.235,-51.9253,4/4/20,10360
,Brazil,-14.235,-51.9253,4/5/20,11130
,Brazil,-14.235,-51.9253,4/6/20,12161
,Brazil,-14.235,-51.9253,4/7/20,14034
